# command int_pops obj_pops long_pops int_pushes obj_pushes long_pushes
# generated by scripts/extract-stack-effects.py from the client ScriptRunner
if_setongamepadbutton 1 0 0 0 0 0
if_setongamepadbuttonheld 1 0 0 0 0 0
if_setongamepadtrigger 1 0 0 0 0 0
if_setonhold 1 0 0 0 0 0
if_setonhorizontalpinch 1 0 0 0 0 0
if_setonhorizontalswipe 1 0 0 0 0 0
if_setoninvtransmit 1 0 0 0 0 0
if_setonkey 1 0 0 0 0 0
if_setonmisctransmit 1 0 0 0 0 0
if_setonmouseleave 1 0 0 0 0 0
if_setonmouseover 1 0 0 0 0 0
if_setonmouserepeat 1 0 0 0 0 0
if_setonop 1 0 0 0 0 0
if_setonopt 1 0 0 0 0 0
if_setonplayergrouptransmit 1 0 0 0 0 0
if_setonplayergroupvarptransmit 1 0 0 0 0 0
if_setonrelease 1 0 0 0 0 0
if_setonresize 1 0 0 0 0 0
if_setonscrollwheel 1 0 0 0 0 0
if_setonstattransmit 1 0 0 0 0 0
if_setonstocktransmit 1 0 0 0 0 0
if_setonsubchange 1 0 0 0 0 0
if_setontargetenter 1 0 0 0 0 0
if_setontargetleave 1 0 0 0 0 0
if_setontimer 1 0 0 0 0 0
if_setonvarclantransmit 1 0 0 0 0 0
if_setonvarcstrtransmit 1 0 0 0 0 0
if_setonvarctransmit 1 0 0 0 0 0
if_setonvartransmit 1 0 0 0 0 0
if_setonverticalpinch 1 0 0 0 0 0
if_setonverticalswipe 1 0 0 0 0 0
if_setop 1 0 0 0 0 0
if_setopbase 1 0 0 0 0 0
if_setopchar 1 0 0 0 0 0
if_setopcursor 1 0 0 0 0 0
if_setopkey 3 0 0 0 0 0
if_setopkeyignoreheld 1 0 0 0 0 0
if_setopkeyrate 1 0 0 0 0 0
if_setoptchar 1 0 0 0 0 0
if_setoptkey 1 0 0 0 0 0
if_setoptkeyignoreheld 1 0 0 0 0 0
if_setoptkeyrate 1 0 0 0 0 0
if_setoutline 1 0 0 0 0 0
if_setparam_int 1 0 0 0 0 0
if_setparam_string 1 0 0 0 0 0
if_setpausetext 1 0 0 0 0 0
if_setpinchdeadzone 2 0 0 0 0 0
if_setpinchflags 2 0 0 0 0 0
if_setplayerhead_self 1 0 0 0 0 0
if_setplayermodel 1 0 0 0 0 0
if_setplayermodel_self 1 0 0 0 0 0
if_setposition 1 0 0 0 0 0
if_setrecol 1 0 0 0 0 0
if_setretex 1 0 0 0 0 0
if_setscrollpos 1 0 0 0 0 0
if_setscrollsize 1 0 0 0 0 0
if_setsize 1 0 0 0 0 0
if_setsubtractinsets 2 0 0 0 0 0
if_setswipedeadtime 2 0 0 0 0 0
if_setswipedeadzone 2 0 0 0 0 0
if_setswipeflags 2 0 0 0 0 0
if_settargetcursors 1 0 0 0 0 0
if_settargetopcursor 1 0 0 0 0 0
if_settargetverb 1 0 0 0 0 0
if_settext 1 0 0 0 0 0
if_settextalign 1 0 0 0 0 0
if_settextantimacro 1 0 0 0 0 0
if_settextfont 1 0 0 0 0 0
if_settextshadow 1 0 0 0 0 0
if_settiling 1 0 0 0 0 0
if_settrans 1 0 0 0 0 0
if_setvflip 1 0 0 0 0 0
if_triggerop 3 0 0 0 0 0
ignore_add 0 1 0 0 0 0
ignore_add_temp 0 1 0 0 0 0
ignore_count 0 0 0 2 0 0
ignore_del 0 1 0 0 0 0
ignore_getname 1 0 0 0 5 0
ignore_getname_unfiltered 1 0 0 0 2 0
ignore_getnotes 1 0 0 0 2 0
ignore_getslotfromname 0 1 0 1 0 0
ignore_is_temp 1 0 0 1 0 0
ignore_setnotes 0 2 0 0 0 0
ignore_test 0 1 0 1 0 0
interface_getpickingradius 0 0 0 1 0 0
interface_setpickingradius 1 0 0 0 0 0
interpolate 5 0 0 1 0 0
inv_freespace 1 0 0 1 0 0
inv_getnum 2 0 0 1 0 0
inv_getobj 2 0 0 1 0 0
inv_getvar 3 0 0 1 0 0
inv_size 1 0 0 1 0 0
inv_total 2 0 0 1 0 0
inv_totalcat 2 0 0 1 0 0
inv_totalparam 2 0 0 1 0 0
inv_totalparam_stack 2 0 0 1 0 0
invother_getnum 2 0 0 1 0 0
invother_getobj 2 0 0 1 0 0
invother_getvar 3 0 0 1 0 0
invother_total 2 0 0 1 0 0
invpow 2 0 0 6 0 0
is_gamescreen_state 0 0 0 1 0 0
is_npc_active 0 0 0 1 0 0
is_npc_visible 0 0 0 1 0 0
is_targeted_entity 0 0 0 1 0 0
join_string 0 0 0 0 1 0
keyheld_alt 0 0 0 2 0 0
keyheld_ctrl 0 0 0 2 0 0
keyheld_shift 0 0 0 2 0 0
lastlogin 0 0 0 0 1 0
lc_param 2 0 0 1 1 0
lobby_entergame 1 1 0 0 0 0
lobby_entergamereply 0 0 0 1 0 0
lobby_enterlobby 1 3 0 0 0 0
lobby_enterlobby_social_network 2 1 0 0 0 0
lobby_enterlobby_sso 1 1 0 0 0 0
lobby_enterlobbyreply 0 0 0 1 0 0
login_accountappeal 0 1 0 2 0 0
login_ban_duration 0 0 0 1 0 0
login_disallowresult 0 0 0 1 0 0
login_disallowtrigger 0 0 0 1 0 0
login_hoptime 0 0 0 1 0 0
login_inprogress 0 0 0 1 0 0
login_last_transfer_reply 0 0 0 3 0 0
login_queue_position 0 0 0 1 0 0
login_reply 0 0 0 1 0 0
login_request 1 3 0 0 0 0
login_request_social_network 2 1 0 0 0 0
logout_getreason 0 0 0 1 0 0
long_branch_equals 0 0 2 0 0 0
long_branch_greater_than 0 0 2 0 0 0
long_branch_greater_than_or_equals 0 0 2 0 0 0
long_branch_less_than 0 0 2 0 0 0
long_branch_less_than_or_equals 0 0 2 0 0 0
long_branch_not 0 0 2 0 0 0
lowercase 0 1 0 0 1 0
map_build_complete 0 0 0 1 0 0
map_isowner 0 1 0 2 0 0
map_lang 0 0 0 1 0 0
map_loadedpercent 0 0 0 1 0 0
map_loadingscreen_isopen 0 0 0 1 0 0
map_loadingscreen_settriggerpercent 2 0 0 0 0 0
map_members 0 0 0 1 0 0
map_preload 1 0 0 0 0 0
map_quickchat 0 0 0 1 0 0
map_world 0 0 0 1 0 0
marketing_sendevent 0 1 0 0 0 0
max 2 0 0 1 0 0
mec_category 1 0 0 1 0 0
mec_param 2 0 0 1 1 0
mec_sprite 1 0 0 1 0 0
mec_text 1 0 0 0 2 0
mec_textsize 1 0 0 1 0 0
mes 0 1 0 0 0 0
mes_typed 2 1 0 0 0 0
min 2 0 0 1 0 0
minimenuopen 2 0 0 1 0 0
modulo 2 0 0 1 0 0
movecoord 4 0 0 1 0 0
movecoord_fine 4 1 0 0 1 0
movescripted 2 0 0 0 0 0
multiply 2 0 0 1 0 0
nc_param 2 0 0 1 1 0
not 1 0 0 1 0 0
notifications_cancellocal 1 0 0 0 0 0
notifications_sendgroupedlocal 3 3 0 1 0 0
notifications_sendlocal 2 2 0 1 0 0
npc_find_active_minimenu_entry 0 0 0 2 0 0
npc_type 0 0 0 1 0 0
oc_category 1 0 0 1 0 0
oc_cert 1 0 0 2 0 0
oc_cost 1 0 0 1 0 0
oc_find 1 1 0 1 0 0
oc_findnext 0 0 0 2 0 0
oc_hasvarobj 1 0 0 1 0 0
oc_icursor 2 0 0 1 0 0
oc_id 1 0 0 1 0 0
oc_iop 2 0 0 0 2 0
oc_members 1 0 0 1 0 0
oc_minimenu_colour 1 0 0 1 0 0
oc_minimenu_colour_overridden 1 0 0 1 0 0
oc_name 1 0 0 0 1 0
oc_op 2 0 0 0 2 0
oc_param 2 0 0 1 1 0
oc_placeholder 1 0 0 1 0 0
oc_shard 1 0 0 2 0 0
oc_shardcount 1 0 0 1 0 0
oc_stackable 1 0 0 1 0 0
oc_tradeable 1 0 0 1 0 0
oc_uncert 1 0 0 2 0 0
oc_unshard 1 0 0 2 0 0
oc_wearpos 1 0 0 1 0 0
oc_wearpos2 1 0 0 1 0 0
oc_wearpos3 1 0 0 1 0 0
opcount 0 0 0 1 0 0
openurl 1 2 0 0 0 0
openurl_nologin 1 1 0 0 0 0
openurl_shim 1 3 0 0 0 0
openurlraw 1 1 0 0 0 0
opplayer 1 1 0 0 0 0
opplayert 0 1 0 0 0 0
or 2 0 0 1 0 0
os_driver_outdated 0 0 0 1 0 0
os_driver_vendor 0 0 0 1 0 0
os_isandroid 0 0 0 1 0 0
os_isios 0 0 0 1 0 0
os_islinux 0 0 0 1 0 0
os_ismac 0 0 0 1 0 0
os_iswindows 0 0 0 1 0 0
os_physicalmemorysize 0 0 0 1 0 0
paraheight 2 1 0 1 0 0
paraline 3 1 0 0 1 0
parawidth 2 1 0 1 0 0
player_find_active_minimenu_entry 0 0 0 2 0 0
player_group_banned_count 0 0 0 1 0 0
player_group_banned_get_displayname 1 0 0 0 1 0
player_group_find 0 0 0 1 0 0
player_group_get_create_mins_since_epoch 0 0 0 1 0 0
player_group_get_create_seconds_to_now 0 0 0 1 0 0
player_group_get_displayname 0 0 0 0 1 0
player_group_get_max_size 0 0 0 1 0 0
player_group_get_overall_status 0 0 0 1 0 0
player_group_get_owner_slot 0 0 0 1 0 0
player_group_is_members_only 0 0 0 1 0 0
player_group_member_count 0 0 0 1 0 0
player_group_member_get_displayname 1 0 0 0 1 0
player_group_member_get_join_xp 3 0 0 1 0 0
player_group_member_get_last_seen_node_id 1 0 0 1 0 0
player_group_member_get_rank 1 0 0 1 0 0
player_group_member_get_same_world_var 3 0 0 2 1 1
player_group_member_get_status 1 0 0 1 0 0
player_group_member_get_team 1 0 0 1 0 0
player_group_member_is_member 1 0 0 1 0 0
player_group_member_is_online 1 0 0 1 0 0
player_group_member_is_owner 1 0 0 1 0 0
playercountry 0 0 0 1 0 0
playerdemo 0 0 0 1 0 0
playermember 0 0 0 1 0 0
playermod 0 0 0 2 0 0
playermodlevel 0 0 0 2 0 0
pop_int_discard 1 0 0 0 0 0
pop_int_local 1 0 0 0 0 0
pop_long_discard 0 0 1 0 0 0
pop_long_local 0 0 1 0 0 0
pop_string_discard 0 1 0 0 0 0
pop_string_local 0 1 0 0 0 0
pop_var 1 1 1 0 0 0
pow 2 0 0 2 0 0
preload_download_complete 0 0 0 1 0 0
preload_download_downloadedsize 0 0 0 1 0 0
preload_download_rate 0 0 0 1 0 0
preload_download_remainingsize 0 0 0 1 0 0
preload_download_totalsize 0 0 0 1 0 0
profile_cpu 0 0 0 1 0 0
pushCanvasSize 0 0 0 2 0 0
pushFontAvailable 0 0 0 1 0 0
pushFontMetrics 1 0 0 5 0 0
pushLicenseAvailable 0 0 0 1 0 0
pushNotificationPermissionGranted 0 0 0 1 0 0
pushNotificationUnavailable 1 0 0 1 0 0
pushRuneScapeSetupValue 0 0 0 1 0 0
pushShopUnavailable 0 0 0 1 0 0
pushTargetModeUnavailable 0 0 0 1 0 0
pushTargetModeZero 0 0 0 1 0 0
pushUnsupportedCommandDefaults 1 0 0 1 1 0
pushUnsupportedCommandTriple 2 0 0 2 1 0
pushUnsupportedPairFalse 2 0 0 1 0 0
pushUnsupportedPairFalseAlt 2 0 0 1 0 0
pushUnsupportedPairFalseFifth 2 0 0 1 0 0
pushUnsupportedPairFalseFourth 2 0 0 1 0 0
pushUnsupportedPairFalseThird 2 0 0 1 0 0
pushUnsupportedQuadFalse 4 0 0 1 0 0
pushWorldMapUnavailable 0 0 0 1 0 0
pushZeroInsets 0 0 0 4 0 0
push_constant_int 0 0 0 1 0 0
push_constant_string 0 0 0 0 1 0
push_int_local 0 0 0 1 0 0
push_long_constant 0 0 0 0 0 1
push_long_local 0 0 0 0 0 1
push_string_local 0 0 0 0 1 0
push_var 0 0 0 1 1 1
push_varbit 0 0 0 1 0 0
random 1 0 0 1 0 0
random_sound_pitch 2 0 0 2 0 0
randominc 1 0 0 1 0 0
reboottimer 0 0 0 1 0 0
resume_clanforumqfcdialog 0 1 0 0 0 0
resume_countdialog 0 1 0 0 0 0
resume_hsldialog 1 0 0 0 0 0
resume_namedialog 0 1 0 0 0 0
resume_objdialog 1 0 0 0 0 0
resume_stringdialog 0 1 0 0 0 0
runenergy_visible 0 0 0 1 0 0
runweight_visible 0 0 0 1 0 0
scale 3 0 0 1 0 0
self_player_uid 0 0 0 1 0 0
seq_param 2 0 0 1 1 0
seqlength 1 0 0 1 0 0
setbit 2 0 0 1 0 0
setbit_range 3 0 0 1 0 0
setbit_range_toint 4 0 0 1 0 0
setdefaultcursors 2 0 0 0 0 0
setdefaultwindowmode 1 0 0 0 0 0
setgender 1 0 0 0 0 0
sethardcodedopcursors 2 0 0 0 0 0
setobj 2 0 0 0 0 0
setsubmenuminlength 1 0 0 0 0 0
setup_messagebox 11 0 0 0 0 0
setwalkmarker 2 0 0 0 0 0
setwindowmode 1 0 0 0 0 0
shader_preload_allow 1 0 0 0 0 0
shader_preload_percent 0 0 0 1 0 0
shader_preload_throttle 1 0 0 0 0 0
shop_getcategorycount 0 0 0 1 0 0
shop_getcategorydescription 1 0 0 0 1 0
shop_getcategoryid 1 0 0 1 0 0
shop_getindexforcategoryid 1 0 0 1 0 0
shop_getindexforcategoryname 0 1 0 1 0 0
shop_getproductcount 1 0 0 1 0 0
shop_getproductdetails 2 0 0 0 9 0
shop_isproductavailable 2 0 0 1 0 0
shop_isproductrecommended 2 0 0 1 0 0
shop_open 1 0 0 0 0 0
shop_opencategories 2 0 0 0 0 0
shop_requestdatastatus 0 0 0 1 0 0
sound_distancefocusfilter_setparams 5 0 0 0 0 0
sound_group_start 1 0 0 0 0 0
sound_group_stop 1 0 0 0 0 0
sound_jingle 2 0 0 0 0 0
sound_jingle_volume 3 0 0 0 0 0
sound_mixbuss_add 3 0 0 0 0 0
sound_mixbuss_setlevel 2 0 0 0 0 0
sound_song 1 0 0 0 0 0
sound_song_volume 3 0 0 0 0 0
sound_speech_volume 4 0 0 0 0 0
sound_synth 3 0 0 0 0 0
sound_synth_rate 5 0 0 0 0 0
sound_synth_volume 4 0 0 0 0 0
sound_vorbis_rate 5 0 0 0 0 0
sound_vorbis_volume 4 0 0 0 0 0
sound_vorbis_volume_rate_group 6 0 0 0 0 0
spline_addpoint 7 0 0 0 0 0
spline_length 1 0 0 1 0 0
spline_new 2 0 0 0 0 0
sso_available 0 0 0 1 0 0
sso_displayname 0 0 0 0 1 0
staffmodlevel 0 0 0 2 0 0
stat 1 0 0 1 0 0
stat_base 1 0 0 1 0 0
stat_base_actual 1 0 0 1 0 0
stat_visible_xp 1 0 0 1 0 0
stat_visible_xp_actual 1 0 0 1 0 0
stockmarket_getoffercompletedcount 2 0 0 1 0 0
stockmarket_getoffercompletedgold 2 0 0 1 0 0
stockmarket_getoffercount 2 0 0 1 0 0
stockmarket_getofferitem 2 0 0 1 0 0
stockmarket_getofferprice 2 0 0 1 0 0
stockmarket_getoffertype 2 0 0 1 0 0
stockmarket_isofferadding 2 0 0 1 0 0
stockmarket_isofferempty 2 0 0 1 0 0
stockmarket_isofferfinished 2 0 0 1 0 0
stockmarket_isofferstable 2 0 0 1 0 0
string_distance 0 2 0 1 0 0
string_indexof_char 2 1 0 1 0 0
string_indexof_string 1 2 0 1 0 0
string_length 0 1 0 2 0 0
stringwidth 1 1 0 1 0 0
struct_param 2 0 0 1 1 0
substring 2 1 0 0 1 0
targetmode_active 0 0 0 1 0 0
telemetry_get_column_count 1 0 0 1 0 0
telemetry_get_column_id 2 0 0 1 0 0
telemetry_get_column_index 2 0 0 1 0 0
telemetry_get_grid_value 3 0 0 2 0 0
telemetry_get_group_count 0 0 0 1 0 0
telemetry_get_group_id 1 0 0 1 0 0
telemetry_get_group_index 1 0 0 1 0 0
telemetry_get_row_count 1 0 0 1 0 0
telemetry_get_row_id 2 0 0 1 0 0
telemetry_get_row_index 2 0 0 1 0 0
telemetry_is_grid_processor_set 3 0 0 1 0 0
telemetry_is_row_pinned 2 0 0 1 0 0
testbit 2 0 0 1 0 0
text_gender 0 2 0 0 2 0
text_switch 1 2 0 0 2 0
togglebit 2 0 0 1 0 0
tostring 1 0 0 0 1 0
tostring_localised 2 0 0 0 1 0
urlencode 0 1 0 0 1 0
userdetail_dob 0 0 0 1 0 0
userdetail_lobby_ccexpiry 0 0 0 1 0 0
userdetail_lobby_dobrequested 0 0 0 1 0 0
userdetail_lobby_emailstatus 0 0 0 1 0 0
userdetail_lobby_graceexpiry 0 0 0 1 0 0
userdetail_lobby_jcoins_balance 0 0 0 1 0 0
userdetail_lobby_lastloginaddress 0 0 0 0 1 0
userdetail_lobby_lastloginday 0 0 0 1 0 0
userdetail_lobby_loyalty_balance 0 0 0 1 0 0
userdetail_lobby_membership 0 0 0 3 0 0
userdetail_lobby_membersstats 0 0 0 1 0 0
userdetail_lobby_playage 0 0 0 1 0 0
userdetail_lobby_recoveryday 0 0 0 1 0 0
userdetail_lobby_unreadmessages 0 0 0 1 0 0
userdetail_quickchat 0 0 0 1 0 0
userflowflags 0 0 0 2 0 0
video_advert_has_finished 0 0 0 1 0 0
video_advert_play 1 0 0 1 0 0
viewport_clampfov 4 0 0 0 0 0
viewport_geteffectivesize 0 0 0 2 0 0
viewport_getfov 0 0 0 2 0 0
viewport_getzoom 0 0 0 2 0 0
viewport_setfov 2 0 0 0 0 0
viewport_setzoom 2 0 0 0 0 0
window_getinsets 0 0 0 4 0 0
worldlist_fetch 0 0 0 4 0 0
worldlist_next 0 0 0 10 6 0
worldlist_pingworlds 1 0 0 0 0 0
worldlist_sort 4 0 0 0 0 0
worldlist_specific 1 0 0 8 6 0
worldlist_specific_thisworld 0 0 0 1 0 0
worldlist_start 0 0 0 10 6 0
worldlist_switch 1 1 0 2 0 0
worldmap_3dview_active 0 0 0 1 0 0
worldmap_3dview_getloddistance 0 0 0 1 0 0
worldmap_3dview_getscreenposition 2 0 0 2 0 0
worldmap_3dview_gettextfont 1 0 0 1 0 0
worldmap_3dview_settextfont 2 0 0 0 0 0
worldmap_disableelement 2 0 0 0 0 0
worldmap_disableelementcategory 2 0 0 0 0 0
worldmap_disableelements 1 0 0 0 0 0
worldmap_disabletextsize 2 0 0 0 0 0
worldmap_disabletype 2 0 0 0 0 0
worldmap_findnearestelement 2 0 0 2 0 0
worldmap_flashelement 1 0 0 0 0 0
worldmap_flashelementcategory 1 0 0 0 0 0
worldmap_getcategorypriority 0 0 0 1 0 0
worldmap_getconfigbounds 1 0 0 8 0 0
worldmap_getconfigorigin 1 0 0 2 0 0
worldmap_getconfigsize 1 0 0 4 0 0
worldmap_getconfigzoom 1 0 0 2 0 0
worldmap_getcurrentmap 0 0 0 1 0 0
worldmap_getdisableelement 1 0 0 2 0 0
worldmap_getdisableelementcategory 1 0 0 2 0 0
worldmap_getdisableelements 0 0 0 1 0 0
worldmap_getdisabletextsize 1 0 0 3 0 0
worldmap_getdisabletype 1 0 0 1 0 0
worldmap_getdisplaycoord 1 0 0 6 0 0
worldmap_getdisplayposition 0 0 0 2 0 0
worldmap_getmap 1 0 0 2 0 0
worldmap_getmapname 1 0 0 0 2 0
worldmap_getsize 0 0 0 2 0 0
worldmap_getsourcecoord 1 0 0 6 0 0
worldmap_getsourceposition 0 0 0 6 0 0
worldmap_getzoom 0 0 0 1 0 0
worldmap_isloaded 0 0 0 1 0 0
worldmap_jumptodisplaycoord 1 0 0 0 0 0
worldmap_jumptodisplaycoord_instant 1 0 0 0 0 0
worldmap_jumptosourcecoord 1 0 0 0 0 0
worldmap_jumptosourcecoord_instant 1 0 0 0 0 0
worldmap_listelement_next 0 0 0 4 0 0
worldmap_listelement_start 0 0 0 4 0 0
worldmap_perpetualflash 1 0 0 0 0 0
worldmap_setflashloops 1 0 0 0 0 0
worldmap_setflashtics 1 0 0 0 0 0
worldmap_setmap 1 0 0 0 0 0
worldmap_setmap_coord 2 0 0 0 0 0
worldmap_setmap_coord_override 2 0 0 0 0 0
worldmap_setzoom 1 0 0 0 0 0
writeconsole 0 1 0 0 0 0
